,Date,Open,High,Low,Close,Adj Close,Volume
75,2017-02-22,828.659973,833.25,828.6400150000001,830.76001,830.76001,982900
76,2017-02-23,830.119995,832.460022,822.880005,831.330017,831.330017,1472800
77,2017-02-24,827.72998,829.0,824.200012,828.6400150000001,828.6400150000001,1392200
78,2017-02-27,824.549988,830.5,824.0,829.280029,829.280029,1101500
79,2017-02-28,825.6099849999999,828.539978,820.200012,823.210022,823.210022,2260800
80,2017-03-01,828.849976,836.255005,827.26001,835.23999,835.23999,1496500
81,2017-03-02,833.849976,834.51001,829.6400150000001,830.630005,830.630005,942500
82,2017-03-03,830.5599980000001,831.3599849999999,825.7509769999999,829.080017,829.080017,896400
83,2017-03-06,826.950012,828.880005,822.400024,827.780029,827.780029,1109000
84,2017-03-07,827.400024,833.409973,826.52002,831.909973,831.909973,1037600
85,2017-03-08,833.51001,838.150024,831.789978,835.369995,835.369995,989800
86,2017-03-09,836.0,842.0,834.210022,838.679993,838.679993,1261500
87,2017-03-10,843.2800289999999,844.909973,839.5,843.25,843.25,1704000
88,2017-03-13,844.0,848.6849980000001,843.25,845.5399779999999,845.5399779999999,1223600
89,2017-03-14,843.6400150000001,847.23999,840.7999880000001,845.6199949999999,845.6199949999999,779900
90,2017-03-15,847.590027,848.6300050000001,840.7700199999999,847.2000119999999,847.2000119999999,1381500
91,2017-03-16,849.0300289999999,850.849976,846.1300050000001,848.7800289999999,848.7800289999999,977600
92,2017-03-17,851.6099849999999,853.400024,847.1099849999999,852.1199949999999,852.1199949999999,1712300
93,2017-03-20,850.01001,850.2199710000001,845.150024,848.400024,848.400024,1231500
94,2017-03-21,851.400024,853.5,829.02002,830.460022,830.460022,2463500
95,2017-03-22,831.909973,835.549988,827.179993,829.590027,829.590027,1401500
96,2017-03-23,821.0,822.570007,812.257019,817.580017,817.580017,3487100
97,2017-03-24,820.080017,821.929993,808.8900150000001,814.429993,814.429993,1981000
98,2017-03-27,806.950012,821.630005,803.369995,819.51001,819.51001,1894300
99,2017-03-28,820.409973,825.98999,814.026978,820.919983,820.919983,1620500
100,2017-03-29,825.0,832.7650150000001,822.380005,831.409973,831.409973,1786300
101,2017-03-30,833.5,833.679993,829.0,831.5,831.5,1055300
102,2017-03-31,828.969971,831.6400150000001,827.3900150000001,829.5599980000001,829.5599980000001,1401900
103,2017-04-03,829.219971,840.849976,829.219971,838.549988,838.549988,1671500
104,2017-04-04,831.3599849999999,835.179993,829.036011,834.570007,834.570007,1045400
105,2017-04-05,835.51001,842.4500119999999,830.719971,831.409973,831.409973,1555300
106,2017-04-06,832.400024,836.3900150000001,826.460022,827.880005,827.880005,1254400
107,2017-04-07,827.960022,828.4849849999999,820.513,824.669983,824.669983,1057300
108,2017-04-10,825.3900150000001,829.349976,823.77002,824.72998,824.72998,978900
109,2017-04-11,824.710022,827.4270019999999,817.02002,823.349976,823.349976,1079700
110,2017-04-12,821.929993,826.659973,821.02002,824.320007,824.320007,900500
111,2017-04-13,822.1400150000001,826.380005,821.4400019999999,823.5599980000001,823.5599980000001,1122400
112,2017-04-17,825.01001,837.75,824.469971,837.169983,837.169983,895000
113,2017-04-18,834.219971,838.929993,832.710022,836.820007,836.820007,836700
114,2017-04-19,839.7899779999999,842.2199710000001,836.289978,838.210022,838.210022,954200
115,2017-04-20,841.4400019999999,845.2000119999999,839.320007,841.650024,841.650024,959000
116,2017-04-21,842.8800050000001,843.8800050000001,840.599976,843.1900019999999,843.1900019999999,1323600
117,2017-04-24,851.2000119999999,863.4500119999999,849.8599849999999,862.76001,862.76001,1372500
118,2017-04-25,865.0,875.0,862.8099980000001,872.2999880000001,872.2999880000001,1672000
119,2017-04-26,874.2299800000001,876.0499880000001,867.747986,871.7299800000001,871.7299800000001,1237200
120,2017-04-27,873.599976,875.400024,870.3800050000001,874.25,874.25,2026800
121,2017-04-28,910.659973,916.849976,905.7700199999999,905.9600220000001,905.9600220000001,3219500
122,2017-05-01,901.9400019999999,915.679993,901.4500119999999,912.570007,912.570007,2116000
123,2017-05-02,909.6199949999999,920.7700199999999,909.453003,916.4400019999999,916.4400019999999,1587200
124,2017-05-03,914.8599849999999,928.099976,912.54303,927.0399779999999,927.0399779999999,1499500
125,2017-05-04,926.070007,935.929993,924.590027,931.659973,931.659973,1422100
126,2017-05-05,933.5399779999999,934.900024,925.2000119999999,927.1300050000001,927.1300050000001,1911300
127,2017-05-08,926.1199949999999,936.9249880000001,925.26001,934.2999880000001,934.2999880000001,1329800
128,2017-05-09,936.9500119999999,937.5,929.5300289999999,932.169983,932.169983,1581800
129,2017-05-10,931.9799800000001,932.0,925.159973,928.7800289999999,928.7800289999999,1173900
130,2017-05-11,925.320007,932.5300289999999,923.0300289999999,930.599976,930.599976,835000
131,2017-05-12,931.5300289999999,933.4400019999999,927.849976,932.2199710000001,932.2199710000001,1050600
132,2017-05-15,932.9500119999999,938.25,929.340027,937.080017,937.080017,1108100
133,2017-05-16,940.0,943.1099849999999,937.580017,943.0,943.0,969500
134,2017-05-17,935.669983,939.3330080000001,918.1400150000001,919.6199949999999,919.6199949999999,2362100
135,2017-05-18,921.0,933.169983,918.75,930.23999,930.23999,1596900
136,2017-05-19,931.4699710000001,937.7550050000001,931.0,934.01001,934.01001,1393000
137,2017-05-22,935.0,941.882996,935.0,941.8599849999999,941.8599849999999,1120400
138,2017-05-23,947.919983,951.46698,942.5750119999999,948.820007,948.820007,1270800
139,2017-05-24,952.9799800000001,955.090027,949.5,954.9600220000001,954.9600220000001,1024800
140,2017-05-25,957.330017,972.629028,955.4699710000001,969.5399779999999,969.5399779999999,1660500
141,2017-05-26,969.7000119999999,974.9799800000001,965.0300289999999,971.4699710000001,971.4699710000001,1252000
142,2017-05-30,970.3099980000001,976.2000119999999,969.48999,975.8800050000001,975.8800050000001,1466700
143,2017-05-31,975.0200199999999,979.2700199999999,960.179993,964.8599849999999,964.8599849999999,2448100
144,2017-06-01,968.9500119999999,971.5,960.01001,966.9500119999999,966.9500119999999,1410500
145,2017-06-02,969.4600220000001,975.8800050000001,966.0,975.599976,975.599976,1751000
146,2017-06-05,976.5499880000001,986.909973,975.099976,983.679993,983.679993,1252100
147,2017-06-06,983.159973,988.25,975.1400150000001,976.570007,976.570007,1814600
148,2017-06-07,980.0,983.9799800000001,975.9400019999999,980.9400019999999,980.9400019999999,1453900
149,2017-06-08,982.349976,984.570007,977.2000119999999,983.409973,983.409973,1471500
150,2017-06-09,984.5,984.5,935.6300050000001,949.830017,949.830017,3309400
151,2017-06-12,939.5599980000001,949.3549800000001,915.2329710000001,942.900024,942.900024,3763500
152,2017-06-13,951.909973,959.9799800000001,944.090027,953.400024,953.400024,2013300
153,2017-06-14,959.919983,961.150024,942.25,950.76001,950.76001,1489700
154,2017-06-15,933.9699710000001,943.3389890000001,924.4400019999999,942.3099980000001,942.3099980000001,2133100
155,2017-06-16,940.0,942.0399779999999,931.5949710000001,939.7800289999999,939.7800289999999,3094700
156,2017-06-19,949.9600220000001,959.98999,949.0499880000001,957.3699949999999,957.3699949999999,1533300
157,2017-06-20,957.5200199999999,961.6199949999999,950.01001,950.6300050000001,950.6300050000001,1126000
158,2017-06-21,953.6400150000001,960.099976,950.76001,959.4500119999999,959.4500119999999,1202200
159,2017-06-22,958.7000119999999,960.7199710000001,954.5499880000001,957.090027,957.090027,941400
160,2017-06-23,956.830017,966.0,954.2000119999999,965.590027,965.590027,1527900
161,2017-06-26,969.900024,973.3099980000001,950.7899779999999,952.2700199999999,952.2700199999999,1598400
162,2017-06-27,942.4600220000001,948.2899779999999,926.849976,927.330017,927.330017,2579900
163,2017-06-28,929.0,942.75,916.0,940.48999,940.48999,2721400
164,2017-06-29,929.919983,931.26001,910.6199949999999,917.7899779999999,917.7899779999999,3299200
165,2017-06-30,926.0499880000001,926.0499880000001,908.3099980000001,908.7299800000001,908.7299800000001,2090200
166,2017-07-03,912.179993,913.9400019999999,894.7899779999999,898.7000119999999,898.7000119999999,1709800
167,2017-07-05,901.76001,914.51001,898.5,911.7100220000001,911.7100220000001,1813900
168,2017-07-06,904.1199949999999,914.9439699999999,899.7000119999999,906.6900019999999,906.6900019999999,1424500
169,2017-07-07,908.849976,921.5399779999999,908.849976,918.590027,918.590027,1637800
170,2017-07-10,921.7700199999999,930.3800050000001,919.590027,928.7999880000001,928.7999880000001,1192800
171,2017-07-11,929.5399779999999,931.429993,922.0,930.090027,930.090027,1113200
172,2017-07-12,938.679993,946.2999880000001,934.4699710000001,943.830017,943.830017,1532100
173,2017-07-13,946.2899779999999,954.4500119999999,943.01001,947.159973,947.159973,1294700
174,2017-07-14,952.0,956.909973,948.0050050000001,955.98999,955.98999,1053800
175,2017-07-17,957.0,960.73999,949.2410279999999,953.419983,953.419983,1165500
176,2017-07-18,953.0,968.0399779999999,950.599976,965.400024,965.400024,1154000
177,2017-07-19,967.840027,973.0399779999999,964.0300289999999,970.8900150000001,970.8900150000001,1224500
178,2017-07-20,975.0,975.900024,961.51001,968.150024,968.150024,1624500
179,2017-07-21,962.25,973.2299800000001,960.150024,972.919983,972.919983,1711000
180,2017-07-24,972.2199710000001,986.2000119999999,970.7700199999999,980.340027,980.340027,3248300
181,2017-07-25,953.8099980000001,959.7000119999999,945.400024,950.7000119999999,950.7000119999999,4661000
182,2017-07-26,954.679993,955.0,942.278992,947.7999880000001,947.7999880000001,2088300
183,2017-07-27,951.7800289999999,951.7800289999999,920.0,934.090027,934.090027,3213000
184,2017-07-28,929.400024,943.830017,927.5,941.5300289999999,941.5300289999999,1846400
185,2017-07-31,941.8900150000001,943.590027,926.0399779999999,930.5,930.5,1970100
186,2017-08-01,932.3800050000001,937.4470210000001,929.26001,930.830017,930.830017,1277700
187,2017-08-02,928.6099849999999,932.599976,916.679993,930.3900150000001,930.3900150000001,1824400
188,2017-08-03,930.340027,932.23999,922.23999,923.650024,923.650024,1202500
189,2017-08-04,926.75,930.307007,923.0300289999999,927.9600220000001,927.9600220000001,1082300
190,2017-08-07,929.0599980000001,931.7000119999999,926.5,929.3599849999999,929.3599849999999,1032200
191,2017-08-08,927.090027,935.814026,925.6099849999999,926.7899779999999,926.7899779999999,1061600
192,2017-08-09,920.6099849999999,925.9799800000001,917.25,922.900024,922.900024,1192100
193,2017-08-10,917.5499880000001,919.26001,906.1300050000001,907.23999,907.23999,1824000
194,2017-08-11,907.9699710000001,917.7800289999999,905.580017,914.3900150000001,914.3900150000001,1206800
195,2017-08-14,922.5300289999999,924.66803,918.1900019999999,922.669983,922.669983,1064500
196,2017-08-15,924.2299800000001,926.5499880000001,919.820007,922.2199710000001,922.2199710000001,883400
197,2017-08-16,925.2899779999999,932.7000119999999,923.445007,926.9600220000001,926.9600220000001,1006700
198,2017-08-17,925.7800289999999,926.8599849999999,910.9799800000001,910.9799800000001,910.9799800000001,1277200
199,2017-08-18,910.3099980000001,915.275024,907.153992,910.669983,910.669983,1342700
200,2017-08-21,910.0,913.0,903.400024,906.659973,906.659973,943400
201,2017-08-22,912.7199710000001,925.8599849999999,911.474976,924.6900019999999,924.6900019999999,1166700
202,2017-08-23,921.929993,929.929993,919.3599849999999,927.0,927.0,1090200
203,2017-08-24,928.659973,930.840027,915.5,921.2800289999999,921.2800289999999,1270300
204,2017-08-25,923.48999,925.554993,915.5,915.8900150000001,915.8900150000001,1053400
205,2017-08-28,916.0,919.2449949999999,911.8699949999999,913.8099980000001,913.8099980000001,1086500
206,2017-08-29,905.099976,923.330017,905.0,921.2899779999999,921.2899779999999,1185600
207,2017-08-30,920.0499880000001,930.8189699999999,919.650024,929.570007,929.570007,1301200
208,2017-08-31,931.76001,941.9799800000001,931.76001,939.330017,939.330017,1582600
209,2017-09-01,941.1300050000001,942.4799800000001,935.150024,937.340027,937.340027,947400
210,2017-09-05,933.080017,937.0,921.9600220000001,928.4500119999999,928.4500119999999,1326400
211,2017-09-06,930.150024,930.9149779999999,919.2700199999999,927.8099980000001,927.8099980000001,1527700
212,2017-09-07,931.7299800000001,936.409973,923.6199949999999,935.9500119999999,935.9500119999999,1212700
213,2017-09-08,936.48999,936.98999,924.8800050000001,926.5,926.5,1011500
214,2017-09-11,934.25,938.3800050000001,926.919983,929.080017,929.080017,1267000
215,2017-09-12,932.590027,933.4799800000001,923.861023,932.070007,932.070007,1134400
216,2017-09-13,930.659973,937.25,929.8599849999999,935.090027,935.090027,1102600
217,2017-09-14,931.25,932.7700199999999,924.0,925.1099849999999,925.1099849999999,1397600
218,2017-09-15,924.659973,926.48999,916.3599849999999,920.2899779999999,920.2899779999999,2505400
219,2017-09-18,920.01001,922.080017,910.599976,915.0,915.0,1306900
220,2017-09-19,917.419983,922.419983,912.5499880000001,921.8099980000001,921.8099980000001,936700
221,2017-09-20,922.9799800000001,933.8800050000001,922.0,931.580017,931.580017,1669800
222,2017-09-21,933.0,936.5300289999999,923.830017,932.4500119999999,932.4500119999999,1290600
223,2017-09-22,927.75,934.7299800000001,926.4799800000001,928.5300289999999,928.5300289999999,1052700
224,2017-09-25,925.4500119999999,926.400024,909.7000119999999,920.9699710000001,920.9699710000001,1856800
225,2017-09-26,923.7199710000001,930.820007,921.1400150000001,924.8599849999999,924.8599849999999,1666900
226,2017-09-27,927.73999,949.900024,927.73999,944.48999,944.48999,2239400
227,2017-09-28,941.3599849999999,950.6900019999999,940.5499880000001,949.5,949.5,1020300
228,2017-09-29,952.0,959.7860109999999,951.51001,959.1099849999999,959.1099849999999,1581000
229,2017-10-02,959.9799800000001,962.5399779999999,947.840027,953.2700199999999,953.2700199999999,1283400
230,2017-10-03,954.0,958.0,949.1400150000001,957.7899779999999,957.7899779999999,888300
231,2017-10-04,957.0,960.3900150000001,950.6900019999999,951.679993,951.679993,952400
232,2017-10-05,955.48999,970.909973,955.179993,969.9600220000001,969.9600220000001,1213800
233,2017-10-06,966.7000119999999,979.4600220000001,963.3599849999999,978.8900150000001,978.8900150000001,1173900
234,2017-10-09,980.0,985.4249880000001,976.1099849999999,977.0,977.0,891400
235,2017-10-10,980.0,981.570007,966.080017,972.599976,972.599976,968400
236,2017-10-11,973.7199710000001,990.7100220000001,972.25,989.25,989.25,1693300
237,2017-10-12,987.4500119999999,994.1199949999999,985.0,987.830017,987.830017,1262400
238,2017-10-13,992.0,997.2100220000001,989.0,989.679993,989.679993,1169800
239,2017-10-16,992.099976,993.9069820000001,984.0,992.0,992.0,910500
240,2017-10-17,990.2899779999999,996.4400019999999,988.590027,992.179993,992.179993,1290200
241,2017-10-18,991.7700199999999,996.7199710000001,986.974976,992.8099980000001,992.8099980000001,1057600
242,2017-10-19,986.0,988.8800050000001,978.3900150000001,984.4500119999999,984.4500119999999,1313600
243,2017-10-20,989.4400019999999,991.0,984.580017,988.2000119999999,988.2000119999999,1183200
244,2017-10-23,989.5200199999999,989.5200199999999,966.1199949999999,968.4500119999999,968.4500119999999,1478400
245,2017-10-24,970.0,972.2299800000001,961.0,970.5399779999999,970.5399779999999,1212200
246,2017-10-25,968.3699949999999,976.090027,960.5200199999999,973.330017,973.330017,1211300
247,2017-10-26,980.0,987.599976,972.2000119999999,972.5599980000001,972.5599980000001,2042100
248,2017-10-27,1009.1900019999999,1048.390015,1008.2000119999999,1019.2700199999999,1019.2700199999999,5167700
249,2017-10-30,1014.0,1024.969971,1007.5,1017.1099849999999,1017.1099849999999,2085100
250,2017-10-31,1015.2199710000001,1024.0,1010.419983,1016.6400150000001,1016.6400150000001,1330700
251,2017-11-01,1017.2100220000001,1029.670044,1016.9500119999999,1025.5,1025.5,1373444
